Region,Year,IndustryCode,IndustryDescription,Ratio
E12000001 : North East,2010,4764,Retail sale of sporting equipment in specialised stores,0.0088248363760468
E12000001 : North East,2011,4764,Retail sale of sporting equipment in specialised stores,0.0082609955190796
E12000001 : North East,2012,4764,Retail sale of sporting equipment in specialised stores,0.0253084168794543
E12000001 : North East,2013,4764,Retail sale of sporting equipment in specialised stores,0.0271627505434267
E12000001 : North East,2014,4764,Retail sale of sporting equipment in specialised stores,0.0295447974795986
E12000001 : North East,2015,4764,Retail sale of sporting equipment in specialised stores,0.0366514440442961
E12000001 : North East,2016,4764,Retail sale of sporting equipment in specialised stores,0.0411471553324112
E12000001 : North East,2017,4764,Retail sale of sporting equipment in specialised stores,0.0463001631758585
E12000001 : North East,2018,4764,Retail sale of sporting equipment in specialised stores,0.0528775736717447
E12000001 : North East,2019,4764,Retail sale of sporting equipment in specialised stores,0.056288183378587
E12000001 : North East,2020,4764,Retail sale of sporting equipment in specialised stores,0.0559429844035946
E12000001 : North East,2021,4764,Retail sale of sporting equipment in specialised stores,0.0567327178448093
E12000001 : North East,2022,4764,Retail sale of sporting equipment in specialised stores,0.0491842026608935
E12000001 : North East,2023,4764,Retail sale of sporting equipment in specialised stores,0.0192570801679521
E12000001 : North East,2024,4764,Retail sale of sporting equipment in specialised stores,0.0161129494468369
E12000001 : North East,2025,4764,Retail sale of sporting equipment in specialised stores,0.0143471150437238
E12000001 : North East,2010,4771,Retail sale of clothing in specialised stores,0.0543294045358686
E12000001 : North East,2011,4771,Retail sale of clothing in specialised stores,0.050858163063883
E12000001 : North East,2012,4771,Retail sale of clothing in specialised stores,0.0434359130767287
E12000001 : North East,2013,4771,Retail sale of clothing in specialised stores,0.0582012297852941
E12000001 : North East,2014,4771,Retail sale of clothing in specialised stores,0.0715333999477682
E12000001 : North East,2015,4771,Retail sale of clothing in specialised stores,0.0811986454594059
E12000001 : North East,2016,4771,Retail sale of clothing in specialised stores,0.085234666476022
E12000001 : North East,2017,4771,Retail sale of clothing in specialised stores,0.0847363477207972
E12000001 : North East,2018,4771,Retail sale of clothing in specialised stores,0.054973385580814
E12000001 : North East,2019,4771,Retail sale of clothing in specialised stores,0.0632774671708658
E12000001 : North East,2020,4771,Retail sale of clothing in specialised stores,0.0718634369901392
E12000001 : North East,2021,4771,Retail sale of clothing in specialised stores,0.0776987414992574
E12000001 : North East,2022,4771,Retail sale of clothing in specialised stores,0.0740020841243042
E12000001 : North East,2023,4771,Retail sale of clothing in specialised stores,0.0877822111122243
E12000001 : North East,2024,4771,Retail sale of clothing in specialised stores,0.0741650349128243
E12000001 : North East,2025,4771,Retail sale of clothing in specialised stores,0.0648050067037249
E12000001 : North East,2010,4773,Dispensing chemist in specialised stores,0.0548609428889826
E12000001 : North East,2011,4773,Dispensing chemist in specialised stores,0.0513557401028423
E12000001 : North East,2012,4773,Dispensing chemist in specialised stores,0.0527768813305357
E12000001 : North East,2013,4773,Dispensing chemist in specialised stores,0.0535707600046689
E12000001 : North East,2014,4773,Dispensing chemist in specialised stores,0.0544500946373341
E12000001 : North East,2015,4773,Dispensing chemist in specialised stores,0.0555606329941096
E12000001 : North East,2016,4773,Dispensing chemist in specialised stores,0.0488995995149069
E12000001 : North East,2017,4773,Dispensing chemist in specialised stores,0.0477656068465939
E12000001 : North East,2018,4773,Dispensing chemist in specialised stores,0.0482025698812508
E12000001 : North East,2019,4773,Dispensing chemist in specialised stores,0.0438208850627574
E12000001 : North East,2020,4773,Dispensing chemist in specialised stores,0.0422227794232621
E12000001 : North East,2021,4773,Dispensing chemist in specialised stores,0.0451263433161625
E12000001 : North East,2022,4773,Dispensing chemist in specialised stores,0.0488192385676088
E12000001 : North East,2023,4773,Dispensing chemist in specialised stores,0.0539676472296898
E12000001 : North East,2024,4773,Dispensing chemist in specialised stores,0.0412679150239761
E12000001 : North East,2025,4773,Dispensing chemist in specialised stores,0.0418663600825301
E12000001 : North East,2010,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0014018987930359
E12000001 : North East,2011,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0013123279745908
E12000001 : North East,2012,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0015684284178651
E12000001 : North East,2013,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.001956666806148
E12000001 : North East,2014,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0022956213528378
E12000001 : North East,2015,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0016986801475429
E12000001 : North East,2016,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0015523652601182
E12000001 : North East,2017,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0014303816964011
E12000001 : North East,2018,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0015434302276798
E12000001 : North East,2019,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0014321066903328
E12000001 : North East,2020,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0019862475818345
E12000001 : North East,2021,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.002591994735112
E12000001 : North East,2022,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0023487596229189
E12000001 : North East,2023,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0022444702829541
E12000001 : North East,2024,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0021717345820406
E12000001 : North East,2025,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0032566716022407
E12000001 : North East,2010,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0006211738258145
E12000001 : North East,2011,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0006090703763146
E12000001 : North East,2012,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0006560336615519
E12000001 : North East,2013,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0006973701887183
E12000001 : North East,2014,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0007201521184875
E12000001 : North East,2015,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0014429849578113
E12000001 : North East,2016,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0010986460290091
E12000001 : North East,2017,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0015616346369718
E12000001 : North East,2018,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.001512333457475
E12000001 : North East,2019,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0018171491634795
E12000001 : North East,2020,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0020905486514864
E12000001 : North East,2021,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0024165439819879
E12000001 : North East,2022,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0026762417907313
E12000001 : North East,2023,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0033949107490913
E12000001 : North East,2024,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0030342747051031
E12000001 : North East,2025,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0028690462816021
E12000001 : North East,2010,5610,Restaurants and mobile food service activities,0.1159526715740594
E12000001 : North East,2011,5610,Restaurants and mobile food service activities,0.1085441655211416
E12000001 : North East,2012,5610,Restaurants and mobile food service activities,0.1145065146196074
E12000001 : North East,2013,5610,Restaurants and mobile food service activities,0.1192893937625395
E12000001 : North East,2014,5610,Restaurants and mobile food service activities,0.1292201394535927
E12000001 : North East,2015,5610,Restaurants and mobile food service activities,0.1386588693827547
E12000001 : North East,2016,5610,Restaurants and mobile food service activities,0.1339218548372418
E12000001 : North East,2017,5610,Restaurants and mobile food service activities,0.1396299988783839
E12000001 : North East,2018,5610,Restaurants and mobile food service activities,0.1472524071476202
E12000001 : North East,2019,5610,Restaurants and mobile food service activities,0.1511186695517028
E12000001 : North East,2020,5610,Restaurants and mobile food service activities,0.1534444601157236
E12000001 : North East,2021,5610,Restaurants and mobile food service activities,0.1583386725204866
E12000001 : North East,2022,5610,Restaurants and mobile food service activities,0.1407565855904615
E12000001 : North East,2023,5610,Restaurants and mobile food service activities,0.1910690996776173
E12000001 : North East,2024,5610,Restaurants and mobile food service activities,0.1799878442358988
E12000001 : North East,2025,5610,Restaurants and mobile food service activities,0.179339610773589
E12000001 : North East,2010,7911,Travel agency activities,0.0311956094752761
E12000001 : North East,2011,7911,Travel agency activities,0.0292024440010815
E12000001 : North East,2012,7911,Travel agency activities,0.0401209436422772
E12000001 : North East,2013,7911,Travel agency activities,0.0430118728017918
E12000001 : North East,2014,7911,Travel agency activities,0.0468157834285529
E12000001 : North East,2015,7911,Travel agency activities,0.0484996238310409
E12000001 : North East,2016,7911,Travel agency activities,0.0490168759911035
E12000001 : North East,2017,7911,Travel agency activities,0.0585388114945267
E12000001 : North East,2018,7911,Travel agency activities,0.1539203642995829
E12000001 : North East,2019,7911,Travel agency activities,0.0515380696609149
E12000001 : North East,2020,7911,Travel agency activities,0.0555296108821363
E12000001 : North East,2021,7911,Travel agency activities,0.0438326500197808
E12000001 : North East,2022,7911,Travel agency activities,0.026334445404829
E12000001 : North East,2023,7911,Travel agency activities,0.0344020765854549
E12000001 : North East,2024,7911,Travel agency activities,0.0304550303806609
E12000001 : North East,2025,7911,Travel agency activities,0.048675568639349
E12000001 : North East,2010,7912,Tour operator activities,0.0036237380725998
E12000001 : North East,2011,7912,Tour operator activities,0.0033922083882846
E12000001 : North East,2012,7912,Tour operator activities,0.003662332233171
E12000001 : North East,2013,7912,Tour operator activities,0.0050505106119635
E12000001 : North East,2014,7912,Tour operator activities,0.0063154152731643
E12000001 : North East,2015,7912,Tour operator activities,0.0285589301596942
E12000001 : North East,2016,7912,Tour operator activities,0.0254561257444007
E12000001 : North East,2017,7912,Tour operator activities,0.033935585462461
E12000001 : North East,2018,7912,Tour operator activities,0.0365072402113255
E12000001 : North East,2019,7912,Tour operator activities,0.0305210333714247
E12000001 : North East,2020,7912,Tour operator activities,0.0309316227261409
E12000001 : North East,2021,7912,Tour operator activities,0.0289341844629141
E12000001 : North East,2022,7912,Tour operator activities,0.0198717213412713
E12000001 : North East,2023,7912,Tour operator activities,0.0095209388752726
E12000001 : North East,2024,7912,Tour operator activities,0.0250670346060138
E12000001 : North East,2025,7912,Tour operator activities,0.038649648466485
E12000001 : North East,2010,9313,Fitness facilities,0.0200597465243285
E12000001 : North East,2011,9313,Fitness facilities,0.0195733213959595
E12000001 : North East,2012,9313,Fitness facilities,0.0209885378922665
E12000001 : North East,2013,9313,Fitness facilities,0.0222193836538101
E12000001 : North East,2014,9313,Fitness facilities,0.0221458786248894
E12000001 : North East,2015,9313,Fitness facilities,0.0211759652337627
E12000001 : North East,2016,9313,Fitness facilities,0.0192290263219076
E12000001 : North East,2017,9313,Fitness facilities,0.0192620574182968
E12000001 : North East,2018,9313,Fitness facilities,0.0222468870108974
E12000001 : North East,2019,9313,Fitness facilities,0.0250433778618349
E12000001 : North East,2020,9313,Fitness facilities,0.0250839719379626
E12000001 : North East,2021,9313,Fitness facilities,0.0254374577800291
E12000001 : North East,2022,9313,Fitness facilities,0.0126318935642564
E12000001 : North East,2023,9313,Fitness facilities,0.0149405709599661
E12000001 : North East,2024,9313,Fitness facilities,0.0137402714515113
E12000001 : North East,2025,9313,Fitness facilities,0.0204825201969475
E12000002 : North West,2010,4764,Retail sale of sporting equipment in specialised stores,0.0433560758333884
E12000002 : North West,2011,4764,Retail sale of sporting equipment in specialised stores,0.0427040061508973
E12000002 : North West,2012,4764,Retail sale of sporting equipment in specialised stores,0.0417531544419085
E12000002 : North West,2013,4764,Retail sale of sporting equipment in specialised stores,0.0375355583822264
E12000002 : North West,2014,4764,Retail sale of sporting equipment in specialised stores,0.0369056574001058
E12000002 : North West,2015,4764,Retail sale of sporting equipment in specialised stores,0.0352131196594888
E12000002 : North West,2016,4764,Retail sale of sporting equipment in specialised stores,0.0463429751218298
E12000002 : North West,2017,4764,Retail sale of sporting equipment in specialised stores,0.0495904186509543
E12000002 : North West,2018,4764,Retail sale of sporting equipment in specialised stores,0.0549442353601565
E12000002 : North West,2019,4764,Retail sale of sporting equipment in specialised stores,0.0599727758518932
E12000002 : North West,2020,4764,Retail sale of sporting equipment in specialised stores,0.0552076537306045
E12000002 : North West,2021,4764,Retail sale of sporting equipment in specialised stores,0.0531471867074991
E12000002 : North West,2022,4764,Retail sale of sporting equipment in specialised stores,0.0761221391147807
E12000002 : North West,2023,4764,Retail sale of sporting equipment in specialised stores,0.0888414098089688
E12000002 : North West,2024,4764,Retail sale of sporting equipment in specialised stores,0.0982102276086998
E12000002 : North West,2025,4764,Retail sale of sporting equipment in specialised stores,0.0877693182084619
E12000002 : North West,2010,4771,Retail sale of clothing in specialised stores,0.0509161132031946
E12000002 : North West,2011,4771,Retail sale of clothing in specialised stores,0.0501503415522345
E12000002 : North West,2012,4771,Retail sale of clothing in specialised stores,0.0472681426768738
E12000002 : North West,2013,4771,Retail sale of clothing in specialised stores,0.0509791764166072
E12000002 : North West,2014,4771,Retail sale of clothing in specialised stores,0.0465559152902629
E12000002 : North West,2015,4771,Retail sale of clothing in specialised stores,0.0415638521220725
E12000002 : North West,2016,4771,Retail sale of clothing in specialised stores,0.0478100140265115
E12000002 : North West,2017,4771,Retail sale of clothing in specialised stores,0.0498009137690546
E12000002 : North West,2018,4771,Retail sale of clothing in specialised stores,0.0462219348141052
E12000002 : North West,2019,4771,Retail sale of clothing in specialised stores,0.0494632299139221
E12000002 : North West,2020,4771,Retail sale of clothing in specialised stores,0.048635602141471
E12000002 : North West,2021,4771,Retail sale of clothing in specialised stores,0.0479525861811347
E12000002 : North West,2022,4771,Retail sale of clothing in specialised stores,0.0377274143925866
E12000002 : North West,2023,4771,Retail sale of clothing in specialised stores,0.0422812490986459
E12000002 : North West,2024,4771,Retail sale of clothing in specialised stores,0.0431869931931337
E12000002 : North West,2025,4771,Retail sale of clothing in specialised stores,0.0399144266985874
E12000002 : North West,2010,4773,Dispensing chemist in specialised stores,0.0396170548025683
E12000002 : North West,2011,4773,Dispensing chemist in specialised stores,0.0390212195049825
E12000002 : North West,2012,4773,Dispensing chemist in specialised stores,0.0413844345275525
E12000002 : North West,2013,4773,Dispensing chemist in specialised stores,0.0377901904199416
E12000002 : North West,2014,4773,Dispensing chemist in specialised stores,0.0346837723683982
E12000002 : North West,2015,4773,Dispensing chemist in specialised stores,0.0525354717307048
E12000002 : North West,2016,4773,Dispensing chemist in specialised stores,0.0712869209719158
E12000002 : North West,2017,4773,Dispensing chemist in specialised stores,0.0703457950890261
E12000002 : North West,2018,4773,Dispensing chemist in specialised stores,0.0701417522840637
E12000002 : North West,2019,4773,Dispensing chemist in specialised stores,0.0700111721484114
E12000002 : North West,2020,4773,Dispensing chemist in specialised stores,0.0648632274732568
E12000002 : North West,2021,4773,Dispensing chemist in specialised stores,0.0607653795046276
E12000002 : North West,2022,4773,Dispensing chemist in specialised stores,0.0547461673161136
E12000002 : North West,2023,4773,Dispensing chemist in specialised stores,0.046797842254065
E12000002 : North West,2024,4773,Dispensing chemist in specialised stores,0.0432852088293839
E12000002 : North West,2025,4773,Dispensing chemist in specialised stores,0.0521620735543148
E12000002 : North West,2010,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0020453355061166
E12000002 : North West,2011,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0020145739289115
E12000002 : North West,2012,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.002147585468487
E12000002 : North West,2013,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0021191053006508
E12000002 : North West,2014,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0025225291209411
E12000002 : North West,2015,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0020953274995119
E12000002 : North West,2016,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0086329968434917
E12000002 : North West,2017,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0027368390666058
E12000002 : North West,2018,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0028731901686918
E12000002 : North West,2019,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0037530665121018
E12000002 : North West,2020,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0033137542020861
E12000002 : North West,2021,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0036222395765522
E12000002 : North West,2022,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0032126666750159
E12000002 : North West,2023,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0027468488662511
E12000002 : North West,2024,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.002696348364808
E12000002 : North West,2025,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0027764797105403
E12000002 : North West,2010,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0058472885918001
E12000002 : North West,2011,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0057593461398553
E12000002 : North West,2012,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0057361054069518
E12000002 : North West,2013,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0077317578488918
E12000002 : North West,2014,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0066242138722541
E12000002 : North West,2015,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0066535124185661
E12000002 : North West,2016,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0082168902757967
E12000002 : North West,2017,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0065196844706644
E12000002 : North West,2018,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.008304715937352
E12000002 : North West,2019,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0090355055268382
E12000002 : North West,2020,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0088091055653748
E12000002 : North West,2021,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0091013568683676
E12000002 : North West,2022,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0067762213088166
E12000002 : North West,2023,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0166391060804681
E12000002 : North West,2024,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0052408247235452
E12000002 : North West,2025,4775,Retail sale of cosmetic and toilet articles in specialised stores,0.0080372581693742
E12000002 : North West,2010,5610,Restaurants and mobile food service activities,0.0448547856679663
E12000002 : North West,2011,5610,Restaurants and mobile food service activities,0.0441801755865301
E12000002 : North West,2012,5610,Restaurants and mobile food service activities,0.0545724411390306
E12000002 : North West,2013,5610,Restaurants and mobile food service activities,0.0432726851340305
E12000002 : North West,2014,5610,Restaurants and mobile food service activities,0.0459767883375405
E12000002 : North West,2015,5610,Restaurants and mobile food service activities,0.0628417582419861
E12000002 : North West,2016,5610,Restaurants and mobile food service activities,0.0655971139806737
E12000002 : North West,2017,5610,Restaurants and mobile food service activities,0.0678611706346285
E12000002 : North West,2018,5610,Restaurants and mobile food service activities,0.0668524133432017
E12000002 : North West,2019,5610,Restaurants and mobile food service activities,0.0751514448290791
E12000002 : North West,2020,5610,Restaurants and mobile food service activities,0.0714484654606329
E12000002 : North West,2021,5610,Restaurants and mobile food service activities,0.0734750860041036
E12000002 : North West,2022,5610,Restaurants and mobile food service activities,0.0547062461700339
E12000002 : North West,2023,5610,Restaurants and mobile food service activities,0.0671341738711221
E12000002 : North West,2024,5610,Restaurants and mobile food service activities,0.0687623911852045
E12000002 : North West,2025,5610,Restaurants and mobile food service activities,0.071683734276565
E12000002 : North West,2010,7911,Travel agency activities,0.0174186833465663
E12000002 : North West,2011,7911,Travel agency activities,0.0171567086382727
E12000002 : North West,2012,7911,Travel agency activities,0.0227127450061335
E12000002 : North West,2013,7911,Travel agency activities,0.0215187102694692
E12000002 : North West,2014,7911,Travel agency activities,0.0236012207254045
E12000002 : North West,2015,7911,Travel agency activities,0.022012784514919
E12000002 : North West,2016,7911,Travel agency activities,0.0303559260502806
E12000002 : North West,2017,7911,Travel agency activities,0.0679739081510978
E12000002 : North West,2018,7911,Travel agency activities,0.0561577881398819
E12000002 : North West,2019,7911,Travel agency activities,0.0485897094238332
E12000002 : North West,2020,7911,Travel agency activities,0.0413616891012077
E12000002 : North West,2021,7911,Travel agency activities,0.0484882934057567
E12000002 : North West,2022,7911,Travel agency activities,0.0161565756329806
E12000002 : North West,2023,7911,Travel agency activities,0.0100731649314558
E12000002 : North West,2024,7911,Travel agency activities,0.0143890703761015
E12000002 : North West,2025,7911,Travel agency activities,0.0178348930859137
E12000002 : North West,2010,7912,Tour operator activities,0.0097691594513175
E12000002 : North West,2011,7912,Tour operator activities,0.0096222325770749
E12000002 : North West,2012,7912,Tour operator activities,0.01015448905305
E12000002 : North West,2013,7912,Tour operator activities,0.0112573327589005
E12000002 : North West,2014,7912,Tour operator activities,0.0126154729785858
E12000002 : North West,2015,7912,Tour operator activities,0.0134812898524623
E12000002 : North West,2016,7912,Tour operator activities,0.0174142906763404
E12000002 : North West,2017,7912,Tour operator activities,0.0182521780393643
E12000002 : North West,2018,7912,Tour operator activities,0.0237085598613794
E12000002 : North West,2019,7912,Tour operator activities,0.0281544375334303
E12000002 : North West,2020,7912,Tour operator activities,0.0275218863401484
E12000002 : North West,2021,7912,Tour operator activities,0.0278865637561166
E12000002 : North West,2022,7912,Tour operator activities,0.0060233741993794
E12000002 : North West,2023,7912,Tour operator activities,0.0047210901542411
E12000002 : North West,2024,7912,Tour operator activities,0.0138887462297675
E12000002 : North West,2025,7912,Tour operator activities,0.019262944804689
E12000002 : North West,2010,9313,Fitness facilities,0.0066721386559607
E12000002 : North West,2011,9313,Fitness facilities,0.0065717905674564
E12000002 : North West,2012,9313,Fitness facilities,0.0069341725341195
E12000002 : North West,2013,9313,Fitness facilities,0.0060045806291418
E12000002 : North West,2014,9313,Fitness facilities,0.0058596650477482
E12000002 : North West,2015,9313,Fitness facilities,0.0059754522466163
E12000002 : North West,2016,9313,Fitness facilities,0.0067677737336131
E12000002 : North West,2017,9313,Fitness facilities,0.0065363607674132
E12000002 : North West,2018,9313,Fitness facilities,0.0071612482350047
E12000002 : North West,2019,9313,Fitness facilities,0.0074569820776617
E12000002 : North West,2020,9313,Fitness facilities,0.0069284294063089
E12000002 : North West,2021,9313,Fitness facilities,0.0030462730264096
E12000002 : North West,2022,9313,Fitness facilities,0.0018985740465282
E12000002 : North West,2023,9313,Fitness facilities,0.0017743982192481
E12000002 : North West,2024,9313,Fitness facilities,0.002087123620786
E12000002 : North West,2025,9313,Fitness facilities,0.0025018530350566
E12000003 : Yorkshire and The Humber,2010,4764,Retail sale of sporting equipment in specialised stores,0.0037544839438096
E12000003 : Yorkshire and The Humber,2011,4764,Retail sale of sporting equipment in specialised stores,0.0035954751742646
E12000003 : Yorkshire and The Humber,2012,4764,Retail sale of sporting equipment in specialised stores,0.004500828716852
E12000003 : Yorkshire and The Humber,2013,4764,Retail sale of sporting equipment in specialised stores,0.0052478495005627
E12000003 : Yorkshire and The Humber,2014,4764,Retail sale of sporting equipment in specialised stores,0.0058527381882289
E12000003 : Yorkshire and The Humber,2015,4764,Retail sale of sporting equipment in specialised stores,0.0052651777625042
E12000003 : Yorkshire and The Humber,2016,4764,Retail sale of sporting equipment in specialised stores,0.0056414549729133
E12000003 : Yorkshire and The Humber,2017,4764,Retail sale of sporting equipment in specialised stores,0.006547708921422
E12000003 : Yorkshire and The Humber,2018,4764,Retail sale of sporting equipment in specialised stores,0.0059088445248051
E12000003 : Yorkshire and The Humber,2019,4764,Retail sale of sporting equipment in specialised stores,0.0072956295588351
E12000003 : Yorkshire and The Humber,2020,4764,Retail sale of sporting equipment in specialised stores,0.0070787472201956
E12000003 : Yorkshire and The Humber,2021,4764,Retail sale of sporting equipment in specialised stores,0.0109406650363971
E12000003 : Yorkshire and The Humber,2022,4764,Retail sale of sporting equipment in specialised stores,0.0031440209236258
E12000003 : Yorkshire and The Humber,2023,4764,Retail sale of sporting equipment in specialised stores,0.003473174210974
E12000003 : Yorkshire and The Humber,2024,4764,Retail sale of sporting equipment in specialised stores,0.0036444658274331
E12000003 : Yorkshire and The Humber,2025,4764,Retail sale of sporting equipment in specialised stores,0.0070840423750224
E12000003 : Yorkshire and The Humber,2010,4771,Retail sale of clothing in specialised stores,0.0490975517930501
E12000003 : Yorkshire and The Humber,2011,4771,Retail sale of clothing in specialised stores,0.0470181871146751
E12000003 : Yorkshire and The Humber,2012,4771,Retail sale of clothing in specialised stores,0.0658689471403274
E12000003 : Yorkshire and The Humber,2013,4771,Retail sale of clothing in specialised stores,0.0656147291741139
E12000003 : Yorkshire and The Humber,2014,4771,Retail sale of clothing in specialised stores,0.0627046760029577
E12000003 : Yorkshire and The Humber,2015,4771,Retail sale of clothing in specialised stores,0.0521353809426262
E12000003 : Yorkshire and The Humber,2016,4771,Retail sale of clothing in specialised stores,0.0572466489450146
E12000003 : Yorkshire and The Humber,2017,4771,Retail sale of clothing in specialised stores,0.0446785886821451
E12000003 : Yorkshire and The Humber,2018,4771,Retail sale of clothing in specialised stores,0.0446954670590998
E12000003 : Yorkshire and The Humber,2019,4771,Retail sale of clothing in specialised stores,0.0415787492207913
E12000003 : Yorkshire and The Humber,2020,4771,Retail sale of clothing in specialised stores,0.0417418921280703
E12000003 : Yorkshire and The Humber,2021,4771,Retail sale of clothing in specialised stores,0.0362688122724433
E12000003 : Yorkshire and The Humber,2022,4771,Retail sale of clothing in specialised stores,0.007177882822858
E12000003 : Yorkshire and The Humber,2023,4771,Retail sale of clothing in specialised stores,0.0087124598154936
E12000003 : Yorkshire and The Humber,2024,4771,Retail sale of clothing in specialised stores,0.0089049123854355
E12000003 : Yorkshire and The Humber,2025,4771,Retail sale of clothing in specialised stores,0.0084499302959815
E12000003 : Yorkshire and The Humber,2010,4773,Dispensing chemist in specialised stores,0.0081090313383147
E12000003 : Yorkshire and The Humber,2011,4773,Dispensing chemist in specialised stores,0.0077656000932742
E12000003 : Yorkshire and The Humber,2012,4773,Dispensing chemist in specialised stores,0.0083551798429537
E12000003 : Yorkshire and The Humber,2013,4773,Dispensing chemist in specialised stores,0.0083331989402459
E12000003 : Yorkshire and The Humber,2014,4773,Dispensing chemist in specialised stores,0.0082944217976893
E12000003 : Yorkshire and The Humber,2015,4773,Dispensing chemist in specialised stores,0.0081690681868031
E12000003 : Yorkshire and The Humber,2016,4773,Dispensing chemist in specialised stores,0.0090249601223339
E12000003 : Yorkshire and The Humber,2017,4773,Dispensing chemist in specialised stores,0.0089092500683262
E12000003 : Yorkshire and The Humber,2018,4773,Dispensing chemist in specialised stores,0.0087480894672034
E12000003 : Yorkshire and The Humber,2019,4773,Dispensing chemist in specialised stores,0.0083950813137786
E12000003 : Yorkshire and The Humber,2020,4773,Dispensing chemist in specialised stores,0.0087046200351727
E12000003 : Yorkshire and The Humber,2021,4773,Dispensing chemist in specialised stores,0.0087986445277783
E12000003 : Yorkshire and The Humber,2022,4773,Dispensing chemist in specialised stores,0.0099810975279186
E12000003 : Yorkshire and The Humber,2023,4773,Dispensing chemist in specialised stores,0.0098442735288158
E12000003 : Yorkshire and The Humber,2024,4773,Dispensing chemist in specialised stores,0.0115214436552425
E12000003 : Yorkshire and The Humber,2025,4773,Dispensing chemist in specialised stores,0.0113970267745773
E12000003 : Yorkshire and The Humber,2010,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0007020754543986
E12000003 : Yorkshire and The Humber,2011,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0006723413668909
E12000003 : Yorkshire and The Humber,2012,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0019886096206344
E12000003 : Yorkshire and The Humber,2013,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0019580204256394
E12000003 : Yorkshire and The Humber,2014,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0005932470803945
E12000003 : Yorkshire and The Humber,2015,4774,Retail sale of medical and orthopaedic goods in specialised stores,0.0006776179423297
